year,rank,artist,song,lyrics
1989,10,"Young MC","Bust a Move","Bust it|This here's a jam for all the fellas|Tryin' to do what those ladies tell us|Get shot down cause ya overzealous|Play hard to get, females get jealous|Okay smarty, go to a party|Girls are scantily clad and showin' body|A chick walks by, you wish you could sex her|But you're standing on the wall like you was Poindexter|Next day's function, high class luncheon|Food is served and you're stone-cold munchin'|Music comes on, people start to dance|But then you ate so much, you nearly split your pants|A girl starts walking, guys start gawking|Sits down next to you and starts talking|Says she wants to dance 'cause she likes to groove|So come on, fatso and just bust a move|Just bust a move|Just bust a move|Just bust a move|You're on a mission and you're wishin'|Someone could cure your lonely condition|Lookin' for love in all the wrong places|No fine girls, just ugly faces|From frustration, first inclination|Is to become a monk and leave the situation|But every dark tunnel has a light of hope|So don't hang yourself with a celibate rope|New movie's showin', so you're goin'|Couldn't care less about the five you're blowin'|Theater gets dark just to start the show|Then ya spot a fine woman sittin' in your row|She's dressed in yellow, she says, Hello|Come sit next to me you fine fellow|You run over there without a second to lose|And what comes next? Hey, bust a move|You want it|You got it|You want it|Baby you got it (Just bust a move)|You want it|You got it|You want it|Baby you got it, yeah|In the city, ladies look pretty|Guys tell jokes so they can seem witty|Tell a funny joke just to get some play|Then you try to make a move and she says, No way|Girls are fakin', goodness sakin'|They want a man who brings home the bacon|Got no money and you got no car|Then you got no woman and there you are|Some girls are sadistic, materialistic|Lookin' for a man makes them opportunistic|They're lyin' on the beach perpetrating a tan|So that a brother with money can be their man|So on the beach you're strollin', real high rollin'|Everything you have is yours and not stolen|A girl runs up with somethin' to prove|So don't just stand there, bust a move|You want it|You got it|You want it|Baby you got it (Just bust a move)|You want it|You got it|You want it|Baby you got it|Break it down for me fellas|Your best friend Harry has a brother Larry|In five days from now, he's gonna marry|He's hopin' you can make it there if you can|'Cause in the ceremony, you'll be the best man|You say, neat-o, check your libido|And roll to the church in your new tuxedo|The bride walks down just to start the wedding|And there's one more girl you won't be getting|So you start thinkin', then you start blinking|A bridesmaid looks and thinks that you're winking|She thinks you're kinda cute, so she winks back|And now your feelin' really firm 'cause the girl is stacked|Reception's jumpin', bass is pumpin'|Look at the girl and your heart starts thumpin'|Says she wanna dance to a different groove|Now you know what to do, G, bust a move|You want it|You got it|You want it|Baby you got it (Just bust a move)|You want it|You got it|You want it|Baby you got it (move it boy)|Yeah19"
1990,1,"Sinead O'Connor","Nothing Compares 2 U","It's been seven hours and fifteen days|Since you took your love away|I go out every night and sleep all day|Since you took your love away|Since you've been gone I can do whatever I want|I can see whomever I choose|I can eat my dinner in a fancy restaurant|But nothing, I said, nothing can take away these blues|'Cause nothing compares|Nothing compares to you|It's been so lonely without you here|Like a bird without a song|Nothing can stop these lonely tears from falling|Tell me, baby, where did I go wrong?|I could put my arms around every boy I see|But they'd only remind me of you|I went to the doctor and guess what he told me, guess what he told me|He said, Girl, you better try to have fun no matter what you do, but he's a fool|'Cause nothing compares|Nothing compares to you|All the flowers that you planted, mama, in the backyard|All died when you went away|I know that living with you, baby, was sometimes hard|But I'm willing to give it another try|Nothing compares|Nothing compares to you|Nothing compares|Nothing compares to you|Nothing compares|Nothing compares to you20"
1990,2,"LL Cool J","Mama Said Knock You Out","C'mon, man|And with the local DBC news|LL Cool J with a triumphant comeback|Word (But tonight—)|Don't call it a comeback, I been here for years|I'm rocking my peers, putting suckas in fear|Making the tears rain down like a monsoon|Listen to the bass go boom|Explosions, overpowering|Over the competition, I'm towering|Wrecking shop when I drop|These lyrics that'll make you call the cops|Don't you dare stare, you better move|Don't ever compare|Me to the rest that'll all get sliced and diced|Competition's paying the price|I'm gonna knock you out (Huh)|Mama said knock you out (Huh)|I'm gonna knock you out (Huh)|Mama said knock you out (Huh)|I'm gonna knock you out (Huh)|Mama said knock you out (Huh)|I'm gonna knock you out (Huh)|Mama said knock you out (Huh)|Don't you call this a regular jam|I'm gonna rock this land|I'm gonna take this itty-bitty world by storm|And I'm just getting warm|Just like Muhammad Ali, they called him Cassius|Watch me bash this beat like a skull|That you know I had beef with|Why do you riff with me? The maniac psycho|And when I pull out my jammy get ready 'cause it might go blaow|How ya like me now?|The Ripper will not allow|You to get with, Mr. Smith, don't riff|Listen to my gear shift|I'm blasting, outlasting|Kinda like Shaft, so you could say I'm shafting|Olde English filled my mind|And I came up with a funky rhyme|I'm gonna knock you out (Huh)|Mama said knock you out (Huh)|I'm gonna knock you out (Huh)|Mama said knock you out (Huh)|I'm gonna knock you out (Huh)|Mama said knock you out (Huh)|I'm gonna knock you out (Huh)|Mama said knock you out (Huh), breakdown|Gangster boogie, gangster boogie|Gangster boogie, gangster boogie|Gangster boogie, gangster boogie (Yeah)|Gangster boogie, gangster boogie (Yeah)|Gangster boogie, gangster boogie|Gangster boogie, gangster boogie|Gangster boogie, gangster boogie (Uh)|Gangster boogie, gangster boogie (Huh)|Shadow boxing when I heard you on the radio|Uh, I just don't know|What made you forget that I was raw?|But now I got a new tour|I'm going insane|Starting the hurricane, releasing pain|Letting you know that you can't gain|I maintain unless ya say my name|Ripping, killing, digging and drilling a hole|Pass the ol' gold|I'm gonna knock you out (Huh)|Mama said knock you out (Huh)|I'm gonna knock you out (Huh)|Mama said knock you out (Huh)|I'm gonna knock you out (Huh)|Mama said knock you out (Huh)|I'm gonna knock you out (Huh)|Mama said knock you out (Huh)|Shotgun blasts are heard|When I rip and kill at will|The man of the hour, tower of power|I'll devour|I'm gonna tie you up and let you|Understand that I'm not your average man|When I got a jammy in my hand|Damn|Ooh, listen to the way I slay|Your crew|Damage, uh, damage, uh|Damage, uh, damage|Destruction, terror, and mayhem|Pass me a sissy-soft sucka, I'll slay him|Farmers (What?) Farmers (What?)|I'm ready (We ready)|I think I'm gonna bomb a town (Get down)|Don't you never, ever, pull my lever|'Cause I explode|And my nine is easy to load|I gotta thank God|'Cause he gave me the strength to rock hard|Knock you out|Mama said knock you out (Huh)|I'm gonna knock you out (Huh)|Mama said knock you out (Huh)|I'm gonna knock you out (Huh)|Mama said knock you out (Huh)|I'm gonna knock you out (Huh)|Mama said knock you out (Huh)|Gangster boogie, gangster boogie (Damn)|Gangster boogie, gangster boogie|Gangster boogie, gangster boogie|Gangster boogie, gangster boogie|Gangster boogie, gangster boogie|Gangster boogie, gangster boogie|Gangster boogie, gangster boogie|Gangster boogie, gangster boogie|They all fell|They all—|The— They all fell|They all fell|I excel— They all fell|I excel— They all fell|I excel— They all fell|I excel28"
1990,3,"Madonna","Vogue","Strike a pose|Strike a pose|Vogue (Vogue, vogue)|Vogue (Vogue, vogue)|Look around, everywhere you turn is heartache|It's everywhere that you go (Look around)|You try everything you can to escape|The pain of life that you know (Life that you know)|When all else fails and you long to be|Something better than you are today|I know a place where you can get away|It's called a dance floor|And here's what it's for, so|Come on, vogue (Vogue)|Let your body move to the music (Move to the music)|Hey, hey, hey|Come on, vogue (Vogue)|Let your body go with the flow (Go with the flow)|You know you can do it|All you need is your own imagination|So use it that's what it's for (That's what it's for)|Go inside, for your finest inspiration|Your dreams will open the door (Open up the door)|It makes no difference if you're black or white|If you're a boy or a girl|If the music's pumping it will give you new life|You're a superstar|Yes, that's what you are, you know it|Come on vogue (Vogue, vogue)|Let your body groove to the music (Groove to the music)|Hey, hey, hey|Come on, vogue (Vogue, vogue)|Let your body go with the flow (Go with the flow)|You know you can do it|Beauty's where you find it|Not just where you bump and grind it|Soul is in the musical|That's where I feel so beautiful|Magical, life's a ball, so|Get up on the dance floor|Vogue (Vogue)|Let your body move to the music (Move to the music)|Hey, hey, hey|Come on, vogue (Vogue, vogue)|Let your body go with the flow (Go with the flow)|You know you can do it|Vogue (Vogue)|Beauty's where you find it (Move to the music)|Vogue (Vogue)|Beauty's where you find it (Go with the flow)|Greta Garbo, and Monroe|Dietrich and DiMaggio|Marlon Brando, Jimmy Dean|On the cover of a magazine|Grace Kelly, Harlow, Jean|Picture of a beauty queen|Gene Kelly, Fred Astaire|Ginger Rogers dance on air|They had style, they had grace|Rita Hayworth gave good face|Lauren, Katharine, Lana too|Bette Davis, we love you|Ladies with an attitude|Fellas that were in the mood|Don't just stand there, let's get to it|Strike a pose, there's nothing to it|Vogue|Vogue|Oooh, you've got to|Let your body move to the music|Oooh, you've got to just|Let your body go with the flow|Oooh, you've got to|Vogue (Vogue, vogue, vogue)17"
1990,4,"Jane's Addiction","Been Caught Stealing","I've been caught stealin', once when I was 5|I enjoy stealin', it's just as simple as that|Oh well, it's just a simple fact|When I want something, man, I don't wanna pay for it|Now I walk right through the door|And I walked right through the door|Hey, alright, if I get by|It's mine, mine, all mine|Hey!|Yeah, my girl, she's one too, she'll go and get her a skirt|Stick it under her shirt, she grabbed a razor for me|And she did it just like that|When she wants something, man, she don't wanna pay for it|She'll walk right through the door|Walk right through the door|Hey, alright, if I get by|It's mine, mine, all mine|Let's go!|La-la-la-la-dah-dah-dah-dah-dah-dah-dah|Dah-dah-dah-dah-dah-dah-dah|La-la-la-la-dah-dah-dah-dah-dah-dah-dah|Dah-dah-dah-dah-dah-dah-dah, ah yeah!|Sat around the pile, sat and laughed|Sat and laughed and waved 'em into the air|And we did it just like that|When we want something, man, we don't wanna pay for it|We walk right through the door|Walk right through the door|Hey, alright, if I get by|It's uh, mine, mine, uh, mine uh, mine uh|Mine, mine, mine, uh, mine, all mine|It's all mine6"
1990,5,"Deee-Lite","Groove Is In The Heart","(We're going to dance)|(We're going to dance)|(We're going to dance and have some fun)|Dig!|The chills that you spill up my back keep me filled|With satisfaction when we're done|Satisfaction of what's to come|I couldn't ask for another|No, I couldn't ask for another (You know that's right)|Your groove I do deeply dig|No walls, only the bridge|My supper dish, my succotash wish (Sing it, baby)|I couldn't ask for another (Uh huh, uh huh)|No, I couldn't ask for another|Groove is in the heart|Groove is in the heart|Groove is in the heart (Astronomical)|Groove is in the heart|(Hit me!)|(Watch out!)|The depth of hula groove|Moves us to the nth hoop|We're gonna groove to Horton Hears a Who-who|I couldn't ask for another|No, I couldn't ask for another|DJ Soul was on a roll|I've been told he can't be sold|He's not vicious or malicious|Just de-lovely and delicious|I couldn't ask for another|Some looks in this torso (Uh, yeah)|Hot, got a deal, you wanna know (wanna know)|Delightful, truly delightful (lightful)|Makin' it, doin' it, 'specially at a show (show)|Feelin' kinda high like a Hendrix haze (haze)|Music makes motion, moves like a maze (maze)|All inside of me, heart especially (side, yeah)|Hilt of the rhythm, where I wanna be (c'mon)|Flowin', glowin' with electric eyes (eyes)|You dip to the dive, baby yo, realize (yeah)|Baby, you see the funky side of me|Baby, you'll see that rhythm is the key (yeah)|Get, get, wit' it, wit' it, can't think, quit it, quit it|Stomp on the stoop when I hear a funk loop (bloop)|Playin' Pied Piper, follow what's true|Baby, just sing about the groove!|(Sing it!)|Groove is in the heart (na na na na na)|Groove is in the heart (na na na na na)|Groove is in the heart (na na na na na)|Groove is in the heart|(One, two, three)|(Blulululu!!)|Blow them horns along|(The groove is in your heart)|Groove is in the heart (yeah)|Groove is in the heart|Groove is in the heart|Groove is in the heart|Hmmmmm|He he he he|C'mon, y'all deep|Y'all are crazy, man7"
1990,6,"Depeche Mode","Enjoy The Silence","Words like violence break the silence|Come crashing in into my little world|Painful to me, pierce right through me|Can't you understand? Oh, my little girl|All I ever wanted|All I ever needed is here in my arms|Words are very unnecessary|They can only do harm|Vows are spoken to be broken|Feelings are intense, words are trivial|Pleasures remain, so does the pain|Words are meaningless and forgettable|All I ever wanted|All I ever needed is here in my arms|Words are very unnecessary|They can only do harm|All I ever wanted|All I ever needed is here in my arms|Words are very unnecessary|They can only do harm|All I ever wanted|All I ever needed is here in my arms|Words are very unnecessary|They can only do harm|Enjoy the silence58"
1990,7,"Alice In Chains","Man In The Box","I'm the man in the box|Buried in my shit|Won't you come and save me?|Save me|Feed my eyes|(Can you sew them shut?)|Jesus Christ|(Deny your maker)|He who tries|(Will be wasted)|Oh, feed my eyes|(Now you've sewn them) shut|I'm the dog who gets beat|Shove my nose in shit|Won't you come and save me?|Save me|Feed my eyes|(Can you sew them shut?)|Jesus Christ|(Deny your maker)|He who tries|(Will be wasted)|Oh, feed my eyes|(Now you've sewn them) shut|Feed my eyes|(Can you sew them shut?)|Jesus Christ|(Deny your maker)|He who tries|(Will be wasted)|Oh, feed my eyes|(Now you've sewn them) shut36"
1990,8,"MC Hammer","U Can't Touch This","You can't touch this|You can't touch this|You can't touch this|You can't touch this|My, my, my, my music hits me so hard|Makes me say, Oh my Lord|Thank you for blessin' me|With a mind to rhyme and two hype feet|It feels good, when you know you're down|A super dope homeboy from the Oaktown|And I'm known as such|And this is a beat, uh, you can't touch|I told you, homeboy (You can't touch this)|Yeah, that's how we livin' and ya know (You can't touch this)|Look in my eyes, man (You can't touch this)|Yo, let me bust the funky lyrics (You can't touch this)|Fresh new kicks, and pants|You gotta like that, now you know you wanna dance|So move outta yo' seat|And get a fly girl and catch this beat|While it's rollin', hold on|Pump a little bit and let 'em know it's goin' on|Like that, like that|Cold on a mission, so fall on back|Let 'em know that you're too much|And this is a beat, uh, they can't touch|Yo, I told you (You can't touch this)|Why you standin' there, man? (You can't touch this)|Yo, sound the bell, school's in, sucker (You can't touch this)|Give me a song, or rhythm|Makin' 'em sweat, that's what I'm givin' 'em|Now, they know|You talkin' 'bout the Hammer, you're talkin' 'bout a show|That's hyped and tight|Singers are sweatin', so pass them a wipe|Or a tape, to learn|What's it gonna take in the 90's to burn|The charts? Legit|Either work hard or you might as well quit|That's word because you know (You can't touch this)|You can't touch this|Break it down!|Oh, oh, oh, oh, oh|Oh, oh, oh, oh, oh|Oh, oh, oh, oh, oh|Oh, oh, oh, oh—|Stop, Hammer time!|Go with the flow, it is said|That if you can't groove to this then you probably are dead|So wave yo' hands in the air|Bust a few moves, run your fingers through your hair|This is it, for a winner|Dance to this and you're gonna get thinner|Move, slide your rump|Just for a minute let's all do the bump|(Bump, bump, bump)|Yeah (You can't touch this)|Look, man (You can't touch this)|You better get hype, boy, because you know you can't (You can't touch this)|Ring the bell, school's back in|Break it down!|Oh, oh, oh, oh, oh|Oh, oh, oh, oh, oh|Oh, oh, oh, oh, oh|Oh, oh, oh, oh—|Stop, Hammer time!|(Woah, woah)|(Woah, woah)|Oh, woah|Oh, woah|Oooh|Woah, woah, woah, woah|(Woah, woah, woah, woah)|You can't touch this|(Woah, woah, woah, woah)|You can't touch this|(Woah, woah, woah, woah)|You can't touch this|(Woah, woah, woah, woah)|You can't touch this|Break it down!|Oh, oh, oh, oh, oh|Oh, oh, oh, oh, oh|Oh, oh, oh, oh, oh|Oh, oh, oh, oh—|Stop, Hammer time!|Every time you see me, the Hammer's just so hyped|I'm dope on the floor and I'm magic on the mic|Now why would I ever stop doin' this?|With others makin' records that just don't hit|I've toured around the world, from London to the Bay|It's Hammer! Go Hammer! MC Hammer! Yo Hammer!|And the rest can go and play|You can't touch this|You can't touch this|You can't touch this|Yeah (You can't touch this)|I told you (Can't touch this)|Too hot (Can't touch this)|Yo, we outta here (Can't touch this)33"
1990,9,"EMF","Unbelievable","(What the)|(What the, was that?)|You burden me with your questions|You'd have me tell no lies|You're always asking what it's all about|But don't listen to my replies|You say to me I don't talk enough|But when I do I'm a fool|These times I've spent, I've realized|I'm going to shoot through|And leave you|The things, you say|Your purple prose just give you away|The things, you say|You're Unbelievable|(Oh!)|(What the)|(What the, was that?)|You burden me with your problems|By telling me more than mine|I'm always so concerned|With the way you say|You always have to stop|To think of us being one|Is more than I ever know|But this time, I realize|I'm going to shoot through|And leave you|The things, you say|Your purple prose just give you away|The things, you say|You're Unbelievable|(Woah! What the, was that?)|Seemingly lastless, don't mean|You can ask us|Pushing down the relative|Bringing out your higher self|Think of the fine times, pushing|Down the better few, instead of|Bringing out the clues, to what the|World and everything anger to, brace|Yourself with the grace of ease|I know this world ain't what it seems|(What the, was that?)|It's unbelievable|You burden me with your questions|You'd have me tell no lies|You're always asking what it's all about|But don't listen to my replies|You say to me I don't talk enough|But when I do I'm a fool|These times I've spent, I've realized|I'm going to shoot through|And leave you|The things, you say|Your purple prose just gives you away|The things, you say|Before I love you more|The things, you say|Your purple prose just gives you away|The things you say|You're unbelievable|(What the, was that?)|You're so unbelievable! (what the)|You're unbelievable|It's unbelievable|(What the, was that?)|You’re Unbelievable4"
1990,10,"Mariah Carey","Vision of Love","Treated me kind|Sweet destiny|Carried me through desperation|To the one that was waiting for me|It took so long|Still I believed|Somehow the one that I needed|Would find me eventually|I had a vision of love|And it was all that you've given to me|Prayed through the nights|Felt so alone|Suffered from alienation|Carried the weight on my own|Had to be strong|So I believed|And now I know I've succeeded|In finding the place I conceived|I had a vision of love|And it was all that you've given to me|I had a vision of love|And it was all that you've given me|I've realized the dream|And I visualized|The love that came to be|Feel so alive|I'm so thankful that I've received|The answer that heaven has sent down to me|You treated me kind|Sweet destiny|And I'll be eternally grateful|Holding you so close to me|Prayed through the nights|So faithfully|Knowing the one that I needed|Would find me eventually|I had a vision of love|And it was all that you've given to me|I had a vision of love|And it was all that you turned out to be18"
1991,1,"Nirvana","Smells Like Teen Spirit","Load up on guns, bring your friends|It's fun to lose and to pretend|She's over-bored and self-assured|Oh no, I know a dirty word|Hello, hello, hello, how low|Hello, hello, hello, how low|Hello, hello, hello, how low|Hello, hello, hello|With the lights out, it's less dangerous|Here we are now, entertain us|I feel stupid and contagious|Here we are now, entertain us|A mulatto, an albino|A mosquito, my libido|Yeah, hey, yay|I'm worse at what I do best|And for this gift, I feel blessed|Our little group has always been|And always will until the end|Hello, hello, hello, how low|Hello, hello, hello, how low|Hello, hello, hello, how low|Hello, hello, hello|With the lights out, it's less dangerous|Here we are now, entertain us|I feel stupid and contagious|Here we are now, entertain us|A mulatto, an albino|A mosquito, my libido|Yeah, hey, yay|And I forget just why I taste|Oh yeah, I guess it makes me smile|I found it hard, it's hard to find|Oh well, whatever, never mind|Hello, hello, hello, how low|Hello, hello, hello, how low|Hello, hello, hello, how low|Hello, hello, hello|With the lights out, it's less dangerous|Here we are now, entertain us|I feel stupid and contagious|Here we are now, entertain us|A mulatto, an albino|A mosquito, my libido|A denial, a denial|A denial, a denial|A denial, a denial|A denial, a denial|A denial411"
1991,2,"R.E.M.","Losing My Religion","Oh, life, it's bigger|It's bigger than you|And you are not me|The lengths that I will go to|The distance in your eyes|Oh no, I've said too much|I set it up|That's me in the corner|That's me in the spotlight|Losin' my religion|Tryin' to keep up with you|And I don't know if I can do it|Oh no, I've said too much|I haven't said enough|I thought that I heard you laughing|I thought that I heard you sing|I think I thought I saw you try|Every whisper|Of every waking hour|I'm choosin' my confessions|Tryin' to keep an eye on you|Like a hurt, lost and blinded fool, fool|Oh no, I've said too much|I set it up|Consider this|Consider this, the hint of the century|Consider this, the slip|That brought me to my knees, failed|What if all these fantasies come|Flailing around|Now, I've said too much|I thought that I heard you laughing|I thought that I heard you sing|I think I thought I saw you try|But that was just a dream|That was just dream|That's me in the corner|That's me in the spotlight|Losin' my religion|Tryin' to keep up with you|And I don't know if I can do it|Oh no, I've said too much|I haven't said enough|I thought that I heard you laughing|I thought that I heard you sing|I think I thought I saw you try|But that was just a dream|Try, cry, why try?|That was just a dream|Just a dream|Just a dream, dream94"
1991,3,"Pearl Jam","Jeremy","At home drawin' pictures of mountain tops|With him on top, lemon yellow sun|Arms raised in a V|And the dead lay in pools of maroon below|Daddy didn't give attention|Oh, to the fact that mommy didn't care|King Jeremy the wicked|Oh, ruled his world|Jeremy spoke in class today|Jeremy spoke in class today|Clearly, I remember picking on the boy|Seemed a harmless little fuck|Ooh, but we unleashed a lion|Gnashed his teeth and bit the recess lady's breast, how could I forget?|And he hit me with a surprise left|My jaw left hurting, ooh, dropped wide open|Just like the day, oh, like the day I heard|Daddy didn't give affection, no|And the boy was something that mommy wouldn't wear|King Jeremy the wicked|Oh, ruled his world|Jeremy spoke in class today|Jeremy spoke in class today|Jeremy spoke in class today|Try to forget this (Try to forget this)|Try to erase this (Try to erase this)|From the blackboard|Jeremy spoke in class today|Jeremy spoke in class today|Jeremy spoke in, spoke in|Jeremy spoke in, spoke in|Jeremy spoke in class today|(Spoke in, spoke in)|(Spoke in, spoke in, spoke in, spoke in)|(Spoke in, spoke in)|Ooh oh, oh, oh, oh oh oh, oh oh oh, oh oh oh, oh oh oh oh|Ooh oh, oh (Spoke in)43"
1991,4,"U2","One","Is it getting better|Or do you feel the same?|Will it make it easier on you|Now you got someone to blame?|You say one love, one life|When it's one need in the night|One love, we get to share it|Leaves you, baby, if you don't care for it|Did I disappoint you|Or leave a bad taste in your mouth?|You act like you never had love|And you want me to go without|Well, it's too late tonight|To drag the past out into the light|We're one, but we're not the same|We get to carry each other, carry each other|One|Have you come here for forgiveness?|Have you come to raise the dead?|Have you come here to play Jesus|To the lepers in your head?|Did I ask too much? More than a lot|You gave me nothing, now it's all I got|We're one, but we're not the same|Well, we hurt each other, then we do it again|You say love is a temple, love a higher law|Love is a temple, love the higher law|You ask me to enter but then you make me crawl|And I can't be holding on to what you got|When all you got is hurt|One love, one blood|One life, you got to do what you should|One life with each other|Sisters, brothers|One life, but we're not the same|We get to carry each other, carry each other|One|One|Ooh-ooh-ooh|Oh-ooh|Baby, baby, baby|Higher|Oh, higher (Baby, yeah, yeah)|Higher (Oh)|Higher23"
1991,5,"Red Hot Chili Peppers","Under The Bridge","Sometimes I feel like I don't have a partner|Sometimes I feel like my only friend|Is the city I live in, The City of Angels|Lonely as I am, together we cry|I drive on her streets 'cause she's my companion|I walk through her hills 'cause she knows who I am|She sees my good deeds and she kisses me windy|Well, I never worry, now that is a lie|I don't ever wanna feel like I did that day|Take me to the place I love, take me all the way|I don't ever wanna feel like I did that day|Take me to the place I love, take me all the way|Yeah, yeah, yeah|It's hard to believe that there's nobody out there|It's hard to believe that I'm all alone|At least I have her love, the city she loves me|Lonely as I am, together we cry|I don't ever wanna feel like I did that day|Take me to the place I love, take me all the way|I don't ever wanna feel like I did that day|Take me to the place I love, take me all the way|Yeah, yeah yeah|Oh, no, no, no, yeah, yeah|Love me, I say, yeah, yeah|(One time)|(Under the bridge downtown)|Is where I drew some blood|(Under the bridge downtown)|I could not get enough|(Under the bridge downtown)|Forgot about my love|(Under the bridge downtown)|I gave my life away, yeah|Yeah, yeah|(Away)|Oh, no, no no no, yeah yeah|(Away)|Oh no, I said oh, yeah yeah|(Away)|Where I'll stay99"
1991,6,"Naughty by Nature","O.P.P.","Arm me with harmony|Dave, drop a load on 'em|O.P.P., how can I explain it? I'll take it, frame by frame it|To have y'all all jumpin', shoutin', sayin' it|O is for other, P is for people, scratch your temple|The last P, well, that's not that simple, huh|It's sort of like, oh well, another way to call a cat a kitten|It's five little letters that are missing here|You get it on occasion if the other party isn't gaming|It seems I gotta start the explaining, bust it|You ever had a girl and met her on a nice hello?|You get her name and number, then left feeling real mellow|You get home, wait a day, she's what you wanna know about|Then you call up and it's her girlfriend's or her cousin's house?|It's not a front, an F to the R to the O to the N to the T|It's just her boyfriend's at her house (Oh, that's why she's scary)|It's O.P.P. time, other people's, but you get it|There's no room for relationships, there's just room to hit it|How many brothers out there know just what I'm getting at?|Who think it's wrong 'cause I was splitting and co-hitting that?|Well, if you do, that's O.P.P., and you're not down with it|But if you don't, here's your membership|You down with O.P.P.? (Yeah, you know me)|You down with O.P.P.? (Yeah, you know me)|You down with O.P.P.? (Yeah, you know me)|Who's down with O.P.P.? (Every last homie)|You down with O.P.P.? (Yeah, you know me)|You down with O.P.P.? (Yeah, you know me)|You down with O.P.P.? (Yeah, you know me)|Who's down with O.P.P.? (All the homies)|Well, for the ladies, O.P.P. means something gifted|The first two letters the same, but the last is something different|It's the longest, loveliest, lean, I call it the leanest|It's another five-letter word rhyming with cleanest or meanest|I won't get into that, I'll do it, uh, sort of properly|I'll say the last P, hmm, stands for property|Now lady, here comes a kiss|Blow a kiss back to me, now tell me exactly|Have you ever known a brother who had another like a girl or wife?|And you just had to stop a toast 'cause he looked just that nice?|You looked at him, he looked at you, and you knew right away|He had someone, but he was gonna be yours anyway|You couldn't be seen with him at all and still you didn't care|'Cause in a room behind a door, no one but y'all are there|When y'all are finished, y'all can leave and only y'all would know|And y'all could throw that skeleton bone right in the closet door|Now don't be shy, 'cause if you're down, I want your hands up high|Say O.P.P. (O.P.P.), I like to say with pride|Now when you do it, do it well and make sure that it counts|You're now down with a discount|You down with O.P.P.? (Yeah, you know me)|You down with O.P.P.? (Yeah, you know me)|You down with O.P.P.? (Yeah, you know me)|Who's down with O.P.P.? (Every last lady)|You down with O.P.P.? (Yeah, you know me)|You down with O.P.P.? (Yeah, you know me)|You down with O.P.P.? (Yeah, you know me)|Who's down with O.P.P.? (All the ladies)|A scab tried to O.P.P. me, I had a girl and she knew that|Matter fact, her and my girl was partners that|Had a fall-out, disagreement, yeah, an argument|She tried to do me, so we did it in my apartment, bust it|That wasn't the thing, it must've been the way she hit the ceiling|'Cause after that she kept on coming back and catching feelings|I said, Let's go, my girl is coming, so you gotta leave|She said, Oh no, I love you, Treach, I said, Now, child, please|You gots to leave, come grab your coat right now, you gotta go|I said, Now look, you choose the stairs or choose the stair window|This was a fling, a little thing you shouldn't have brought your heart|'Cause you know I was O.P.P., hell, from the very start|Come on, come on, now let me tell you what it's all about|When you get down, you can't go 'round runnin' off at the mouth|That's rule number one in this O.P.P. establishment|You keep your mouth shut and it won't get back to her or him|Exciting, isn't it? A special kinda business|Many of you will catch the same sorta O.P.P. messing with|Him or her, for sure, I'm going to admit it|When O.P.P. comes, damn skippy, I'm with it|You down with O.P.P.? (Yeah, you know me)|You down with O.P.P.? (Yeah, you know me)|You down with O.P.P.? (Yeah, you know me)|Who's down with O.P.P.? (This whole party)|You down with O.P.P.? (Yeah, you know me)|You down with O.P.P.? (Yeah, you know me)|You down with O.P.P.? (Yeah, you know me)|Who's down with O.P.P.? (This whole party)|Break it down30"
1991,7,"Guns N' Roses","November Rain","When I look into your eyes|I can see a love restrained|But, darlin', when I hold you|Don't you know I feel the same? Yeah|'Cause nothing lasts forever|And we both know hearts can change|And it's hard to hold a candle|In the cold November rain|We've been through this such a long, long time|Just tryna kill the pain, ooh yeah|But lovers always come and lovers always go|And no one's really sure who's lettin' go today, walkin' away|If we could take the time to lay it on the line|I could rest my head, just knowin' that you were mine, all mine|So, if you want to love me|Then, darlin', don't refrain|Or I'll just end up walkin'|In the cold November rain|Do you need some time on your own?|Do you need some time all alone?|Ooh, everybody needs some time on their own|Ooh, don't you know you need some time all alone?|I know it's hard to keep an open heart|When even friends seem out to harm you|But if you could heal a broken heart|Wouldn't time be out to charm you, woah-woah|Sometimes, I need some time on my own|Sometimes, I need some time all alone|Ooh, everybody needs some time on their own|Ooh, don't you know you need some time all alone?|And when your fears subside|And shadows still remain, ooh yeah|I know that you can love me|When there's no one left to blame|So, never mind the darkness|We still can find a way|'Cause nothin' lasts forever|Even cold November rain|Don't ya think that you need somebody?|Don't ya think that you need someone?|Everybody needs somebody|You're not the only one, you're not the only one|Don't ya think that you need somebody?|Don't ya think that you need someone?|Everybody needs somebody|You're not the only one, you're not the only one|Don't ya think that you need somebody?|Don't ya think that you need someone?|Everybody needs somebody|You're not the only one, you're not the only one|Don't ya think that you need somebody?|Don't ya think that you need someone?|Everybody needs somebody64"
